title_xpa,extenses_xpa,meaning_xpa
 ～ませんか(masen ka)【JLPT N5 Grammar】,A：おがきました,won’t you A (with me); why don’t we A
 ～ませんか(masen ka)【JLPT N5 Grammar】,A：いいですね,won’t you A (with me); why don’t we A
 また【JLPT N5 Grammar】,、いましょう,again
 また【JLPT N5 Grammar】,テストがありました,again
 また【JLPT N5 Grammar】,もテストがありました,again
 また【JLPT N5 Grammar】,カレーライスをべた,again
 また【JLPT N5 Grammar】,おごもカレーライスをべた,again
 また【JLPT N5 Grammar】,はとてもしかったです,again
 また【JLPT N5 Grammar】,きたいです,again
 また【JLPT N5 Grammar】,がりました,again
 また【JLPT N5 Grammar】,もがりました,again
 また【JLPT N5 Grammar】,にれます,again
 また【JLPT N5 Grammar】,もにれました,again
 また【JLPT N5 Grammar】,だちは、をれました,again
 また【JLPT N5 Grammar】,、をみがかないでました,again
 また【JLPT N5 Grammar】,、きなDVDをます,again
 また【JLPT N5 Grammar】,、いっしょにびましょう,again
 また【JLPT N5 Grammar】,テストでをえました,again
 また【JLPT N5 Grammar】,Aさんは、テストででした,again
 また【JLPT N5 Grammar】,は、カギをなくしました,again
 〜までに(made ni)【JLPT N4 Grammar】,くなる、にりましょう,A
 〜までに(made ni)【JLPT N4 Grammar】,にがくる、をわらせるつもりです,、B。AはBをする
 〜までに(made ni)【JLPT N4 Grammar】,ににう、３キロぐらいせたい,です。Aになるまえに、Bをします。（「A
 〜までに(made ni)【JLPT N4 Grammar】,ぬ、をしてみたいです,B」では、Aは
 〜までに(made ni)【JLPT N4 Grammar】,どもが３になる、にっしたい,じゃありません。BをAより早くします。）
 〜までに(made ni)【JLPT N4 Grammar】,にく、パスポートをにれなければいけません,A
 〜までに(made ni)【JLPT N4 Grammar】,がってくる、とをわらせたいです,、B。AはBをする
 〜までに(made ni)【JLPT N4 Grammar】,ろうそくのがえる、ライトをってきてください,です。Aになるまえに、Bをします。（「A
 〜までに(made ni)【JLPT N4 Grammar】,えなくなってしまいます,B」では、Aは
 〜までに(made ni)【JLPT N4 Grammar】,のがれる、ホテルにきたいです,じゃありません。BをAより早くします。）
 〜までに(made ni)【JLPT N4 Grammar】,にく、なができるようになりたいです,A
 〜までに(made ni)【JLPT N4 Grammar】,たいがまる、にりたいです,、B。AはBをする
 〜までに(made ni)【JLPT N4 Grammar】,12、こののをえるつもりです,です。Aになるまえに、Bをします。（「A
 〜までに(made ni)【JLPT N4 Grammar】,の、レポートをかなければいけません,B」では、Aは
 〜までに(made ni)【JLPT N4 Grammar】,30、のからをするつもりだ,じゃありません。BをAより早くします。）
 〜までに(made ni)【JLPT N4 Grammar】,11時、にメールをしなければいけません,A
 〜までに(made ni)【JLPT N4 Grammar】,の、をることになっています,、B。AはBをする
 〜までに(made ni)【JLPT N4 Grammar】,クリスマス、したプレゼントがかないかもしれない,です。Aになるまえに、Bをします。（「A
 〜までに(made ni)【JLPT N4 Grammar】,V辞書形＋N＋by / 到〜为止A、B,B」では、Aは
 〜までに(made ni)【JLPT N4 Grammar】,AはBをするです,じゃありません。BをAより早くします。）
 〜までに(made ni)【JLPT N4 Grammar】,Aになるまえに、Bをします,A
 〜までに(made ni)【JLPT N4 Grammar】,（「AB」では、Aはじゃありません,、B。AはBをする
 〜までに(made ni)【JLPT N4 Grammar】,BをAより早くします,です。Aになるまえに、Bをします。（「A
 ～みたい(mitai)【JLPT N3 Grammar】,はれるだね,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,でっていたよ,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,あのは、スペインですね,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,スペインがペラペラでした,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,、がくなった,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,なんかがいな,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,をひいただ,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,にあんなにたくさんがいる,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,かがあっただ,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,ってみよう,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,「のテストのはわったの？」だち「そう,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,からだって,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」 (スーパーで)「をおうかしら,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」「はおがいだよ,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」 「をしたけど、どう？く？」「うん、,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,ありがとう,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」 だち「このは、しいタイプだね,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,どうやってうのかな？」「ここにおをれるだよ,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」 「もう、たちはたかな？」「そうよ,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,がかになったから,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」 だち「あ！おがない！どこにれたかな？」「さっきのレストランにれてきただね,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,ろうか,it seems A
 ～みたい(mitai)【JLPT N3 Grammar】,」 「このみはだろう？」「しいジュースだね、ってよ,it seems A
 How to use 〜め(me)【JLPT N4の文法 Grammar】,学校に行くなら、からのバスでりてください,B「うーん、
 How to use 〜め(me)【JLPT N4の文法 Grammar】,にってしまって、歩いている人に道を聞きました,かな？
 How to use 〜め(me)【JLPT N4の文法 Grammar】,の人がえてくれました,かな？」
 How to use 〜め(me)【JLPT N4の文法 Grammar】,今日は新しいバイトのです,B「うーん、
 How to use 〜め(me)【JLPT N4の文法 Grammar】,だんだんがかってきました,かな？
 How to use 〜め(me)【JLPT N4の文法 Grammar】,車を買うためにお金をめています,かな？」
 How to use 〜め(me)【JLPT N4の文法 Grammar】,はの車にりたいです,B「うーん、
 How to use 〜め(me)【JLPT N4の文法 Grammar】,今日でダイエットです,かな？
 How to use 〜め(me)【JLPT N4の文法 Grammar】,だんだん、やせてきました,かな？」
 How to use 〜め(me)【JLPT N4の文法 Grammar】,「二日のカレーはおいしい」と言われています,B「うーん、
 How to use 〜め(me)【JLPT N4の文法 Grammar】,カレーを作って、次の日に食べるとしくなっているそうです,かな？
 How to use 〜め(me)【JLPT N4の文法 Grammar】,プリントのを見てください,かな？」
 How to use 〜め(me)【JLPT N4の文法 Grammar】,そこにのとえが書いてあります,B「うーん、
 How to use 〜め(me)【JLPT N4の文法 Grammar】,のにをなくしてしまって、とてもりました,かな？
 How to use 〜め(me)【JLPT N4の文法 Grammar】,A「ずいぶんっっているね,かな？」
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,はどれもらしいです,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,はがなかった,も
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,はいますか,の
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,はです,です。
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、コンビニがたくさんある,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,った,も
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、がないぐらいしいです,の
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,をった,です。
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,をいにきます,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、でがつけやすいです,も
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,が、です,の
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,はにはありません,です。
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、テストまでにえてくださいね,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、しないほうがいいですよ,も
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,をったときは、うれしいです,の
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,がきです,です。
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,これはです,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,これはです,も
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,をれないでくださいね,の
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,おいしくなかったから、をてました,です。
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,を、もうましたか,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,はとてもです,も
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,を、インストールしてください,の
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、このにれてください,です。
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、リサイクルをしましょう,は、
 名詞修飾（noun modifiers）【JLPT N5 Grammar】,は、ものです,も
 命令形(imperative form)【JLPT N4 Grammar】,「を！」「ひえええ、だ！！」 「すみません、ミスをしました,「
 命令形(imperative form)【JLPT N4 Grammar】,」「をしてるんだ！おはもう！」 「はがあるんだー,って
 命令形(imperative form)【JLPT N4 Grammar】,」だち「～！」 「、だとってるんだ、く！」「はーい,いてあるよ。やめようよ。」
 命令形(imperative form)【JLPT N4 Grammar】,」 「がてるから、くよー,「
 命令形(imperative form)【JLPT N4 Grammar】,」「はーい,って
 命令形(imperative form)【JLPT N4 Grammar】,」 「お、があるだろ、もうってくよ,いてあるよ。やめようよ。」
 命令形(imperative form)【JLPT N4 Grammar】,」「すみません、そうします,「
 命令形(imperative form)【JLPT N4 Grammar】,」 「ので、このをすから、ちゃんとよ,って
 命令形(imperative form)【JLPT N4 Grammar】,」「はーい,いてあるよ。やめようよ。」
 命令形(imperative form)【JLPT N4 Grammar】,」 「わーわーわー！」「、だぞ、かに！」 「おがないんだろ、ししてあげるよ,「
 命令形(imperative form)【JLPT N4 Grammar】,によ,って
 命令形(imperative form)【JLPT N4 Grammar】,」「すみません、ありがとうございます,いてあるよ。やめようよ。」
 命令形(imperative form)【JLPT N4 Grammar】,」 「ないぞ、をよ,「
 命令形(imperative form)【JLPT N4 Grammar】,」「あ、すみません,って
 命令形(imperative form)【JLPT N4 Grammar】,」 「ここにをだって,いてあるよ。やめようよ。」
 命令形(imperative form)【JLPT N4 Grammar】,「じゃあ、をさないとね,「
 命令形(imperative form)【JLPT N4 Grammar】,」 「におをとわれているけど、しだけならいいよね,って
 命令形(imperative form)【JLPT N4 Grammar】,」「だめだよ！」 だち「そのドアはなんだろう？」「っていてあるよ,いてあるよ。やめようよ。」
 命令形(imperative form)【JLPT N4 Grammar】,やめようよ,「
 〜も(mo)【JLPT N5の文法 Grammar】,でをいました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,ペンいました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,でトラをました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,パンダました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,かわいかったです,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,で、さんにいました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,さんにいました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,パーティーで、ビールをみました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,ワインみました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,パーティーにはみんながました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,ましたからうれしかったです,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,はきじゃありません,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,はせます,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,このカメラは、のでえます,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,は、バイクすることができます,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,に、からおをもらいました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,からもらいました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,みに、にきました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,にきました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,このでは、で、クレジットカードでうことができます,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,で、キムさんとしました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,サイモンさんとしました,too; also / 〜也
 〜も(mo)【JLPT N5の文法 Grammar】,A:「コンビニに、おをいにきます,too; also / 〜也
